"1.72131","2017-02-17 15:24:38"
"1.76471","2017-02-17 15:26:19"
"1.50434","2017-02-17 15:32:23"
"2.37223","2017-02-17 15:35:09"
"1.71167","2017-02-17 15:35:19"
"1.72131","2017-02-17 15:39:03"
"1.50434","2017-02-17 15:46:42"
"1.50434","2017-02-17 15:48:50"
"1.72131","2017-02-17 15:49:45"
"1.70203","2017-02-17 15:53:04"
"1.73096","2017-02-17 15:53:21"
"2.13597","2017-02-17 15:53:56"
"2.13597","2017-02-17 15:56:28"
"1.50434","2017-02-17 15:59:27"
"1.65381","2017-02-17 16:01:05"
"1.72131","2017-02-17 16:02:48"
"0.159113","2017-02-17 16:02:49"
"1.73096","2017-02-17 16:03:42"
"1.76471","2017-02-17 16:04:46"
"2.28062","2017-02-17 16:07:46"
"1.70203","2017-02-17 16:10:51"
"2.28062","2017-02-17 16:12:15"
"2.28062","2017-02-17 16:15:42"
"1.70203","2017-02-17 16:23:26"
"1.50434","2017-02-17 16:27:24"
"1.75506","2017-02-17 16:30:35"
"2.15526","2017-02-17 16:32:10"
"1.61524","2017-02-17 16:33:28"
"1.69238","2017-02-17 16:34:35"
"1.8081","2017-02-17 16:39:00"
"1.71167","2017-02-17 16:40:42"
"1.50434","2017-02-17 16:43:57"
"1.73096","2017-02-17 16:44:28"
"2.13115","2017-02-17 16:50:34"
"1.73096","2017-02-17 16:51:51"
"2.13115","2017-02-17 16:56:59"
"1.50434","2017-02-17 16:57:45"
"1.50434","2017-02-17 16:59:05"
"1.8081","2017-02-17 16:59:25"
"1.72613","2017-02-17 17:00:58"
"1.50434","2017-02-17 17:04:50"
"2.22758","2017-02-17 17:07:27"
"1.72131","2017-02-17 17:29:36"
"1.50434","2017-02-17 17:30:25"
"1.77435","2017-02-17 17:31:26"
"1.50434","2017-02-17 17:33:32"
"2.18419","2017-02-17 17:33:52"
"1.73096","2017-02-17 17:39:15"
"2.1649","2017-02-17 17:42:27"
"1.79846","2017-02-17 17:45:05"
"1.70203","2017-02-17 17:48:29"
"1.63452","2017-02-17 17:49:14"
"1.8081","2017-02-17 17:49:45"
"1.73096","2017-02-17 17:51:15"
"1.70203","2017-02-17 17:53:03"
"2.30955","2017-02-17 17:53:31"
"2.24687","2017-02-17 17:54:54"
"1.73096","2017-02-17 18:00:53"
"1.62488","2017-02-17 18:04:21"
"2.17936","2017-02-17 18:06:31"
"1.69238","2017-02-17 18:10:24"
"1.57184","2017-02-17 18:13:42"
"1.71167","2017-02-17 18:14:23"
"2.31919","2017-02-17 18:25:03"
"2.1649","2017-02-17 18:26:34"
"1.50434","2017-02-17 18:28:34"
"1.50434","2017-02-17 18:29:50"
"2.16972","2017-02-17 18:30:07"
"2.28062","2017-02-17 18:30:24"
"1.50434","2017-02-17 18:31:14"
"1.72131","2017-02-17 18:37:04"
"1.57184","2017-02-17 18:39:20"
"1.50434","2017-02-17 18:39:43"
"1.72131","2017-02-17 18:42:36"
"1.50434","2017-02-17 18:44:02"
"1.50434","2017-02-17 18:44:17"
"1.73096","2017-02-17 18:44:34"
"1.50434","2017-02-17 18:52:42"
"2.13597","2017-02-17 18:53:25"
