time,tds,temp,ec,pH
2017/9/11 19:21:43,7.9,31,146.8,6.2507
2017/9/11 19:21:44,7.9,31,146.8,6.2653
2017/9/11 19:21:45,7.9,31,146.8,6.2665
2017/9/11 19:21:46,7.9,31,146.8,6.2709
2017/9/11 19:21:47,7.9,31,146.8,6.2686
2017/9/11 19:21:48,7.9,31,146.8,6.2604
2017/9/11 19:21:49,7.9,31,146.8,6.2627
2017/9/11 19:21:50,7.9,31,146.8,6.2636
2017/9/11 19:21:51,7.9,31,146.8,6.2565
2017/9/11 19:21:52,7.9,31,146.8,6.2393
2017/9/11 19:21:53,7.9,31,146.8,6.253
2017/9/11 19:21:54,7.9,31,146.9,6.2577
2017/9/11 19:21:55,7.9,31,146.8,6.263
2017/9/11 19:21:56,7.9,31,146.9,6.265
2017/9/11 19:21:57,7.9,31,146.6,6.2519
2017/9/11 19:21:58,7.9,31,146.6,6.2425
2017/9/11 19:21:59,7.9,31,146.7,6.2589
2017/9/11 19:22:00,7.9,31,146.6,6.2565
2017/9/11 19:22:01,7.9,31,146.8,6.2612
2017/9/11 19:22:02,7.9,31,146.8,6.2612
2017/9/11 19:22:03,7.9,31,146.8,6.2601
2017/9/11 19:22:05,7.9,31,146.9,6.2422
2017/9/11 19:22:06,7.9,31,146.8,6.2533
2017/9/11 19:22:07,7.9,31,146.8,6.2586
2017/9/11 19:22:08,7.9,31,146.7,6.2615
2017/9/11 19:22:09,7.9,31,146.7,6.2659
2017/9/11 19:22:10,7.9,31,146.7,6.2481
2017/9/11 19:22:11,7.9,31,146.6,6.2475
2017/9/11 19:22:12,7.9,31,146.6,6.2604
2017/9/11 19:22:13,7.9,31,146.6,6.2586
2017/9/11 19:22:14,7.9,31,146.6,6.2618
2017/9/11 19:22:15,7.9,31,146.5,6.2615
2017/9/11 19:22:16,7.9,31,146.5,6.2419
2017/9/11 19:22:17,7.9,31,146.6,6.2554
2017/9/11 19:22:18,7.9,31,146.7,6.2598
2017/9/11 19:22:19,7.9,31,146.7,6.2604
2017/9/11 19:22:20,7.9,31,146.8,6.2604
2017/9/11 19:22:21,7.9,31,146.8,6.2645
2017/9/11 19:22:22,7.9,31,146.8,6.2486
2017/9/11 19:22:23,7.9,31,146.8,6.2457
2017/9/11 19:22:24,7.9,31,146.8,6.2601
2017/9/11 19:22:25,7.9,31,146.8,6.2612
2017/9/11 19:22:26,7.9,31,146.8,6.2618
2017/9/11 19:22:27,7.9,31,146.8,6.2595
2017/9/11 19:22:29,7.9,31,146.8,6.2416
2017/9/11 19:22:30,7.9,31,146.8,6.2498
2017/9/11 19:22:31,7.9,31,146.8,6.2583
2017/9/11 19:22:32,7.9,31,146.8,6.2592
2017/9/11 19:22:33,7.9,31,146.9,6.2665
2017/9/11 19:22:34,7.9,31,146.9,6.2504
2017/9/11 19:22:35,7.9,31,146.9,6.2445
2017/9/11 19:22:36,7.9,31,146.8,6.2586
2017/9/11 19:22:37,7.9,31,146.7,6.2583
2017/9/11 19:22:38,7.9,31,146.7,6.2583
2017/9/11 19:22:39,7.9,31,146.7,6.2624
2017/9/11 19:22:40,7.9,31,146.7,6.2592
2017/9/11 19:22:41,7.9,31,146.7,6.2402
2017/9/11 19:22:42,7.9,31,146.7,6.2478
2017/9/11 19:22:43,7.9,31,146.7,6.2604
2017/9/11 19:22:44,7.9,31,146.7,6.2598
2017/9/11 19:22:45,7.9,31,146.7,6.2656
2017/9/11 19:22:46,7.9,31,146.6,6.2486
2017/9/11 19:22:47,7.9,31,146.6,6.2419
2017/9/11 19:22:48,7.9,31,146.6,6.2586
2017/9/11 19:22:49,7.9,31,146.5,6.2577
2017/9/11 19:22:50,7.9,31,146.5,6.2606
2017/9/11 19:22:51,7.9,31,146.5,6.2612
2017/9/11 19:22:53,7.9,31,146.5,6.2422
2017/9/11 19:22:54,7.9,31,146.6,6.2507
2017/9/11 19:22:55,7.9,31,146.7,6.2507
2017/9/11 19:22:56,7.9,31,146.7,6.2571
2017/9/11 19:22:57,7.9,31,146.7,6.2589
2017/9/11 19:22:58,7.9,31,146.6,6.2645
2017/9/11 19:22:59,7.9,31,146.6,6.2489
2017/9/11 19:23:00,7.9,31,146.6,6.2407
2017/9/11 19:23:01,7.9,31,146.7,6.2533
2017/9/11 19:23:02,7.9,31,146.8,6.2592
2017/9/11 19:23:03,7.9,31,146.8,6.2621
2017/9/11 19:23:04,7.9,31,146.8,6.2606
2017/9/11 19:23:05,7.9,31,146.8,6.2413
2017/9/11 19:23:06,7.9,31,146.8,6.2492
2017/9/11 19:23:07,7.9,31,146.8,6.256
2017/9/11 19:23:08,7.9,31,146.8,6.2583
2017/9/11 19:23:09,7.9,31,146.8,6.2612
2017/9/11 19:23:10,7.9,31,146.7,6.2448
2017/9/11 19:23:11,7.9,31,146.8,6.2413
2017/9/11 19:23:12,7.9,31,146.7,6.2413
2017/9/11 19:23:13,7.9,31,146.7,6.2516
2017/9/11 19:23:14,7.9,31,146.8,6.2527
2017/9/11 19:23:15,7.9,31,146.8,6.263
2017/9/11 19:23:16,7.9,31,146.8,6.2598
2017/9/11 19:23:18,7.9,31,146.8,6.2399
2017/9/11 19:23:19,7.9,31,146.7,6.246
2017/9/11 19:23:20,7.9,31,146.6,6.2551
2017/9/11 19:23:21,7.9,31,146.6,6.2563
2017/9/11 19:23:22,7.9,31,146.6,6.2595
2017/9/11 19:23:23,7.9,31,146.5,6.2492
2017/9/11 19:23:24,7.9,31,146.5,6.2416
2017/9/11 19:23:25,7.9,31,146.5,6.2536
2017/9/11 19:23:26,7.9,31,146.5,6.2554
2017/9/11 19:23:27,7.9,31,146.6,6.258
2017/9/11 19:23:28,7.9,31,146.6,6.2589
2017/9/11 19:23:29,7.9,31,146.7,6.2372
2017/9/11 19:23:30,7.9,31,146.7,6.2372
2017/9/11 19:23:31,7.9,31,146.7,6.2454
2017/9/11 19:23:32,7.9,31,146.8,6.2539
2017/9/11 19:23:33,7.9,31,146.8,6.2568
2017/9/11 19:23:34,7.9,31,146.8,6.2589
2017/9/11 19:23:35,7.9,31,146.8,6.2492
2017/9/11 19:23:36,7.9,31,146.8,6.2404
2017/9/11 19:23:37,7.9,31,146.8,6.253
2017/9/11 19:23:38,7.9,31,146.8,6.2583
2017/9/11 19:23:39,7.9,31,146.8,6.2574
2017/9/11 19:23:40,7.9,31,146.8,6.258
2017/9/11 19:23:42,7.9,31,146.8,6.2343
2017/9/11 19:23:43,7.9,31,146.8,6.2463
2017/9/11 19:23:44,7.9,31,146.8,6.2565
2017/9/11 19:23:45,7.9,31,146.7,6.258
2017/9/11 19:23:46,7.9,31,146.7,6.2604
2017/9/11 19:23:47,7.9,31,146.7,6.2604
2017/9/11 19:23:48,7.9,31,146.7,6.2501
2017/9/11 19:23:49,7.9,31,146.7,6.239
2017/9/11 19:23:50,7.9,31,146.7,6.2507
2017/9/11 19:23:51,7.9,31,146.7,6.2522
2017/9/11 19:23:52,7.9,31,146.8,6.2551
2017/9/11 19:23:53,7.9,31,146.8,6.2604
2017/9/11 19:23:54,7.9,31,146.8,6.2396
2017/9/11 19:23:55,7.9,31,146.7,6.2437
2017/9/11 19:23:56,7.9,31,146.7,6.2548
2017/9/11 19:23:57,7.9,31,146.6,6.2565
2017/9/11 19:23:58,7.9,31,146.1,6.2604
2017/9/11 19:23:59,7.9,31,145.8,6.2495
2017/9/11 19:24:00,7.9,31,145.5,6.2384
2017/9/11 19:24:01,7.9,31,145.2,6.2504
2017/9/11 19:24:02,7.9,31,145.6,6.2536
2017/9/11 19:24:03,7.9,31,145.9,6.2568
2017/9/11 19:24:04,7.9,31,146.3,6.2568
2017/9/11 19:24:06,7.9,31,146.6,6.2612
2017/9/11 19:24:07,7.9,31,146.8,6.2358
2017/9/11 19:24:08,7.9,31,146.8,6.2425
2017/9/11 19:24:09,7.9,31,146.8,6.2539
2017/9/11 19:24:10,7.9,31,146.8,6.2533
2017/9/11 19:24:11,7.9,31,146.8,6.2577
2017/9/11 19:24:12,7.9,31,146.7,6.2504
2017/9/11 19:24:13,7.9,31,146.8,6.2355
2017/9/11 19:24:14,7.9,31,146.7,6.2495
2017/9/11 19:24:15,7.9,31,146.7,6.2545
2017/9/11 19:24:16,7.9,31,146.7,6.2557
2017/9/11 19:24:17,7.9,31,146.7,6.2586
2017/9/11 19:24:18,7.9,31,146.7,6.2358
2017/9/11 19:24:19,7.9,31,146.7,6.2404
2017/9/11 19:24:20,7.9,31,146.7,6.2545
2017/9/11 19:24:21,7.9,31,146.7,6.2536
2017/9/11 19:24:22,7.9,31,146.8,6.2536
2017/9/11 19:24:23,7.9,31,146.8,6.2604
2017/9/11 19:24:24,7.9,31,146.8,6.2513
2017/9/11 19:24:25,7.9,31,146.8,6.2366
2017/9/11 19:24:26,7.9,31,146.7,6.2478
2017/9/11 19:24:27,7.9,31,146.7,6.2519
2017/9/11 19:24:28,7.9,31,146.6,6.2533
2017/9/11 19:24:29,7.9,31,146.6,6.2583
2017/9/11 19:24:31,7.9,31,146.6,6.2369
2017/9/11 19:24:32,7.9,31,146.6,6.2407
2017/9/11 19:24:33,7.9,31,146.6,6.2571
2017/9/11 19:24:34,7.9,31,146.7,6.258
2017/9/11 19:24:35,7.9,31,146.6,6.2612
2017/9/11 19:24:36,7.9,31,146.6,6.2551
2017/9/11 19:24:37,7.9,31,146.5,6.2404
2017/9/11 19:24:38,7.9,31,146.5,6.2492
2017/9/11 19:24:39,7.9,31,146.4,6.2492
2017/9/11 19:24:40,7.9,31,146.3,6.2481
2017/9/11 19:24:41,7.9,31,146.3,6.2516
2017/9/11 19:24:42,7.9,31,146.3,6.2571
2017/9/11 19:24:43,7.9,31,146.4,6.2346
2017/9/11 19:24:44,7.9,31,146.3,6.241
2017/9/11 19:24:45,7.9,31,146.3,6.2519
2017/9/11 19:24:46,7.9,31,146.4,6.2542
2017/9/11 19:24:47,7.9,31,146.4,6.2571
2017/9/11 19:24:48,7.9,31,146.5,6.2507
2017/9/11 19:24:49,7.9,31,146.6,6.2346
2017/9/11 19:24:50,7.9,31,146.6,6.2478
2017/9/11 19:24:51,7.9,31,146.7,6.2522
2017/9/11 19:24:52,7.9,31,146.7,6.253
2017/9/11 19:24:53,7.9,31,146.7,6.258
2017/9/11 19:24:55,7.9,31,146.7,6.2369
2017/9/11 19:24:56,7.9,31,146.8,6.2402
2017/9/11 19:24:57,7.9,31,146.7,6.2402
2017/9/11 19:24:58,7.9,31,146.6,6.2513
2017/9/11 19:24:59,7.9,31,146.2,6.2542
2017/9/11 19:25:00,7.9,31,145.9,6.256
2017/9/11 19:25:01,7.9,31,145.5,6.2492
2017/9/11 19:25:02,7.9,31,145.4,6.2337
2017/9/11 19:25:03,7.9,31,145.7,6.2478
2017/9/11 19:25:04,7.9,31,146,6.2519
2017/9/11 19:25:05,7.9,31,146.4,6.2533
2017/9/11 19:25:06,7.9,31,146.6,6.2583
2017/9/11 19:25:07,7.9,31,146.7,6.2387
2017/9/11 19:25:08,7.9,31,146.7,6.2402
2017/9/11 19:25:09,7.9,31,146.7,6.2519
2017/9/11 19:25:10,7.9,31,146.7,6.2522
2017/9/11 19:25:11,7.9,31,146.7,6.2571
2017/9/11 19:25:12,7.9,31,146.7,6.251
2017/9/11 19:25:13,7.9,31,146.6,6.2349
2017/9/11 19:25:14,7.9,31,146.6,6.2349
2017/9/11 19:25:15,7.9,31,146.6,6.2437
2017/9/11 19:25:16,7.9,31,146.5,6.2522
2017/9/11 19:25:17,7.9,31,146.5,6.2548
2017/9/11 19:25:19,7.9,31,146.4,6.258
2017/9/11 19:25:20,7.9,31,146.4,6.2369
2017/9/11 19:25:21,7.9,31,146.5,6.2355
2017/9/11 19:25:22,7.9,31,146.5,6.2507
2017/9/11 19:25:23,7.9,31,146.5,6.2527
2017/9/11 19:25:24,7.9,31,146.5,6.2548
2017/9/11 19:25:25,7.9,31,146.5,6.2484
2017/9/11 19:25:26,7.9,31,146.5,6.2334
2017/9/11 19:25:27,7.9,31,146.6,6.2443
2017/9/11 19:25:28,7.9,31,146.6,6.2492
2017/9/11 19:25:29,7.9,31,146.6,6.2504
2017/9/11 19:25:30,7.9,31,146.7,6.2557
2017/9/11 19:25:31,7.9,31,146.7,6.2557
2017/9/11 19:25:32,7.9,31,146.7,6.2343
2017/9/11 19:25:33,7.9,31,146.7,6.2378
2017/9/11 19:25:34,7.9,31,146.7,6.2498
2017/9/11 19:25:35,7.9,31,146.7,6.253
2017/9/11 19:25:36,7.9,31,146.7,6.2539
2017/9/11 19:25:37,7.9,31,146.7,6.2498
2017/9/11 19:25:38,7.9,31,146.7,6.2331
2017/9/11 19:25:39,7.9,31,146.7,6.2451
2017/9/11 19:25:40,7.9,31,146.7,6.251
2017/9/11 19:25:41,7.9,31,146.8,6.2542
2017/9/11 19:25:43,7.9,31,146.7,6.256
2017/9/11 19:25:44,7.9,31,146.7,6.2363
2017/9/11 19:25:45,7.9,31,146.7,6.2358
2017/9/11 19:25:46,7.9,31,146.7,6.2489
2017/9/11 19:25:47,7.9,31,146.7,6.2501
2017/9/11 19:25:48,7.9,31,146.7,6.2533
2017/9/11 19:25:49,7.9,31,146.7,6.2533
2017/9/11 19:25:50,7.9,31,146.7,6.2516
2017/9/11 19:25:51,7.9,31,146.7,6.2334
2017/9/11 19:25:52,7.9,31,146.7,6.2451
2017/9/11 19:25:53,7.9,31,146.7,6.253
2017/9/11 19:25:54,7.9,31,146.7,6.256
2017/9/11 19:25:55,7.9,31,146.7,6.2592
2017/9/11 19:25:56,7.9,31,146.7,6.241
2017/9/11 19:25:57,7.9,31,146.5,6.2346
2017/9/11 19:25:58,7.9,31,145.9,6.2478
2017/9/11 19:25:59,7.9,31,145.5,6.2495
2017/9/11 19:26:00,7.9,31,145.1,6.2539
2017/9/11 19:26:01,7.9,31,144.9,6.2501
2017/9/11 19:26:02,7.9,31,145.5,6.2305
2017/9/11 19:26:03,7.9,31,145.8,6.2443
2017/9/11 19:26:04,7.9,31,146.2,6.2481
2017/9/11 19:26:05,7.9,31,146.5,6.2489
2017/9/11 19:26:06,7.9,31,146.5,6.2489
2017/9/11 19:26:08,7.9,31,146.5,6.2516
2017/9/11 19:26:09,7.9,31,146.5,6.2346
2017/9/11 19:26:10,7.9,31,146.6,6.2343
2017/9/11 19:26:11,7.9,31,146.6,6.2501
2017/9/11 19:26:12,7.9,31,146.6,6.2522
2017/9/11 19:26:13,7.9,31,146.6,6.2533
2017/9/11 19:26:14,7.9,31,146.6,6.2501
2017/9/11 19:26:15,7.9,31,146.6,6.2337
2017/9/11 19:26:16,7.9,31,146.6,6.241
2017/9/11 19:26:17,7.9,31,146.6,6.2478
2017/9/11 19:26:18,7.9,31,146.6,6.2504
2017/9/11 19:26:19,7.9,31,146.6,6.2545
2017/9/11 19:26:20,7.9,31,146.6,6.2366
2017/9/11 19:26:21,7.9,31,146.7,6.2363
2017/9/11 19:26:22,7.9,31,146.7,6.2469
2017/9/11 19:26:23,7.9,31,146.7,6.2469
2017/9/11 19:26:24,7.9,31,146.7,6.2478
2017/9/11 19:26:25,7.9,31,146.7,6.2513
2017/9/11 19:26:26,7.9,31,146.7,6.2492
2017/9/11 19:26:27,7.9,31,146.7,6.2317
2017/9/11 19:26:28,7.9,31,146.7,6.2425
2017/9/11 19:26:29,7.9,31,146.8,6.2492
2017/9/11 19:26:30,7.9,31,146.8,6.2525
2017/9/11 19:26:32,7.9,31,146.8,6.2548
2017/9/11 19:26:33,7.9,31,146.8,6.2404
2017/9/11 19:26:34,7.9,31,146.8,6.2343
2017/9/11 19:26:35,7.9,31,146.7,6.2472
2017/9/11 19:26:36,7.9,31,146.6,6.2484
2017/9/11 19:26:37,7.9,31,146.6,6.2522
2017/9/11 19:26:38,7.9,31,146.6,6.2475
2017/9/11 19:26:39,7.9,31,146.7,6.227
2017/9/11 19:26:40,7.9,31,146.7,6.2369
2017/9/11 19:26:41,7.9,31,146.7,6.2369
2017/9/11 19:26:42,7.9,31,146.7,6.2489
2017/9/11 19:26:43,7.9,31,146.7,6.2495
2017/9/11 19:26:44,7.9,31,146.7,6.2533
2017/9/11 19:26:45,7.9,31,146.8,6.2387
2017/9/11 19:26:46,7.9,31,146.8,6.2325
2017/9/11 19:26:47,7.9,31,146.9,6.2445
2017/9/11 19:26:48,7.9,31,146.9,6.2454
2017/9/11 19:26:49,7.9,31,146.9,6.2484
2017/9/11 19:26:50,7.9,31,147,6.2504
2017/9/11 19:26:51,7.9,31,147,6.2287
2017/9/11 19:26:52,7.9,31,147,6.2419
2017/9/11 19:26:53,7.9,31,146.9,6.2469
2017/9/11 19:26:54,7.9,31,146.9,6.2495
2017/9/11 19:26:56,7.9,31,146.9,6.2519
2017/9/11 19:26:57,7.9,31,146.8,6.2366
2017/9/11 19:26:58,7.9,31,146.8,6.2314
2017/9/11 19:26:59,7.9,31,146.5,6.2314
2017/9/11 19:27:00,7.9,31,146.2,6.246
2017/9/11 19:27:01,7.9,31,145.8,6.2454
2017/9/11 19:27:02,7.9,31,145.6,6.2513
2017/9/11 19:27:03,7.9,31,145.9,6.2495
2017/9/11 19:27:04,7.9,31,146.2,6.2296
2017/9/11 19:27:05,7.9,31,146.5,6.239
2017/9/11 19:27:06,7.9,31,146.8,6.2472
2017/9/11 19:27:07,7.9,31,146.8,6.2492
2017/9/11 19:27:08,7.9,31,146.7,6.2525
2017/9/11 19:27:09,7.9,31,146.7,6.2431
2017/9/11 19:27:10,7.9,31,146.7,6.2352
2017/9/11 19:27:11,7.9,31,146.7,6.2466
2017/9/11 19:27:12,7.9,31,146.7,6.251
2017/9/11 19:27:13,7.9,31,146.7,6.2533
2017/9/11 19:27:14,7.9,31,146.7,6.2554
2017/9/11 19:27:15,7.9,31,146.7,6.2554
2017/9/11 19:27:16,7.9,31,146.6,6.2246
2017/9/11 19:27:17,7.9,31,146.6,6.2387
2017/9/11 19:27:18,7.9,31,146.6,6.2443
2017/9/11 19:27:19,7.9,31,146.6,6.2451
2017/9/11 19:27:21,7.9,31,146.5,6.2478
2017/9/11 19:27:22,7.9,31,146.5,6.2375
2017/9/11 19:27:23,7.9,31,146.5,6.2337
2017/9/11 19:27:24,7.9,31,146.5,6.2472
2017/9/11 19:27:25,7.9,31,146.6,6.2504
2017/9/11 19:27:26,7.9,31,146.7,6.2498
2017/9/11 19:27:27,7.9,31,146.6,6.2481
2017/9/11 19:27:28,7.9,31,146.6,6.227
2017/9/11 19:27:29,7.9,31,146.5,6.2355
2017/9/11 19:27:30,7.9,31,146.5,6.2451
2017/9/11 19:27:31,7.9,31,146.5,6.2451
2017/9/11 19:27:32,7.9,31,146.5,6.2495
2017/9/11 19:27:33,7.9,31,146.5,6.2495
2017/9/11 19:27:34,7.9,31,146.5,6.2372
2017/9/11 19:27:35,7.9,31,146.5,6.2276
2017/9/11 19:27:36,7.9,31,146.5,6.2407
2017/9/11 19:27:37,7.9,31,146.6,6.2428
2017/9/11 19:27:38,7.9,31,146.6,6.2469
2017/9/11 19:27:39,7.9,31,146.6,6.2492
2017/9/11 19:27:40,7.9,31,146.6,6.2264
2017/9/11 19:27:41,7.9,31,146.6,6.2325
2017/9/11 19:27:42,7.9,31,146.6,6.246
2017/9/11 19:27:43,7.9,31,146.5,6.2472
2017/9/11 19:27:45,7.9,31,146.5,6.2475
2017/9/11 19:27:46,7.9,31,146.6,6.2381
2017/9/11 19:27:47,7.9,31,146.5,6.2282
2017/9/11 19:27:48,7.9,31,146.5,6.2413
2017/9/11 19:27:49,7.9,31,146.5,6.2448
2017/9/11 19:27:50,7.9,31,146.4,6.244
2017/9/11 19:27:51,7.9,31,146.3,6.244
2017/9/11 19:27:52,7.9,31,146.3,6.246
2017/9/11 19:27:53,7.9,31,146.3,6.2252
2017/9/11 19:27:54,7.9,31,146.3,6.2334
2017/9/11 19:27:55,7.9,31,146.3,6.2422
2017/9/11 19:27:56,7.9,31,146.4,6.2448
2017/9/11 19:27:57,7.9,31,146.3,6.2448
2017/9/11 19:27:58,7.9,31,145.9,6.2387
2017/9/11 19:27:59,7.9,31,145.7,6.2267
2017/9/11 19:28:00,7.9,31,145.3,6.2425
2017/9/11 19:28:01,7.9,31,145.1,6.244
2017/9/11 19:28:02,7.9,31,145.5,6.246
2017/9/11 19:28:03,7.9,31,145.8,6.2475
2017/9/11 19:28:04,7.9,31,146.2,6.2264
2017/9/11 19:28:05,7.9,31,146.5,6.2317
2017/9/11 19:28:06,7.9,31,146.6,6.2431
2017/9/11 19:28:07,7.9,31,146.6,6.2431
2017/9/11 19:28:09,7.9,31,146.6,6.2428
2017/9/11 19:28:10,7.9,31,146.6,6.2486
2017/9/11 19:28:11,7.9,31,146.6,6.2387
2017/9/11 19:28:12,7.9,31,146.6,6.2279
2017/9/11 19:28:13,7.9,31,146.6,6.2425
2017/9/11 19:28:14,7.9,31,146.6,6.2478
2017/9/11 19:28:15,7.9,31,146.5,6.2451
2017/9/11 19:28:16,7.9,31,146.5,6.2489
2017/9/11 19:28:17,7.9,31,146.5,6.2264
2017/9/11 19:28:18,7.9,31,146.5,6.2308
2017/9/11 19:28:19,7.9,31,146.6,6.2419
2017/9/11 19:28:20,7.9,31,146.5,6.2437
2017/9/11 19:28:21,7.9,31,146.5,6.2445
2017/9/11 19:28:22,7.9,31,146.4,6.2366
2017/9/11 19:28:23,7.9,31,146.4,6.227
2017/9/11 19:28:24,7.9,31,146.4,6.2381
2017/9/11 19:28:25,7.9,31,146.4,6.2381
2017/9/11 19:28:26,7.9,31,146.3,6.2413
2017/9/11 19:28:27,7.9,31,146.3,6.2472
2017/9/11 19:28:28,7.9,31,146.3,6.2627
2017/9/11 19:28:29,7.9,31,146.2,6.2293
2017/9/11 19:28:30,7.9,31,146.3,6.2375
2017/9/11 19:28:31,7.9,31,146.3,6.2489
2017/9/11 19:28:32,7.9,31,146.4,6.2475
2017/9/11 19:28:34,7.9,31,146.4,6.2457
2017/9/11 19:28:35,7.9,31,146.5,6.2369
2017/9/11 19:28:36,7.9,31,146.5,6.2252
2017/9/11 19:28:37,7.9,31,146.5,6.2387
2017/9/11 19:28:38,7.9,31,146.5,6.2428
2017/9/11 19:28:39,7.9,31,146.5,6.2428
2017/9/11 19:28:40,7.9,31,146.5,6.2466
2017/9/11 19:28:41,7.9,31,146.4,6.2238
2017/9/11 19:28:42,7.9,31,146.4,6.2279
2017/9/11 19:28:43,7.9,31,146.4,6.2279
2017/9/11 19:28:44,7.9,31,146.4,6.239
2017/9/11 19:28:45,7.9,31,146.4,6.2431
2017/9/11 19:28:46,7.9,31,146.4,6.2472
2017/9/11 19:28:47,7.9,31,146.4,6.2381
2017/9/11 19:28:48,7.9,31,146.3,6.2264
2017/9/11 19:28:49,7.9,31,146.2,6.2384
2017/9/11 19:28:50,7.9,31,146.2,6.2431
2017/9/11 19:28:51,7.9,31,146.2,6.2434
2017/9/11 19:28:52,7.9,31,146.3,6.2481
2017/9/11 19:28:53,7.9,31,146.5,6.2261
2017/9/11 19:28:54,7.9,31,146.5,6.2279
2017/9/11 19:28:55,7.9,31,146.5,6.2402
2017/9/11 19:28:56,7.9,31,146.5,6.2416
2017/9/11 19:28:58,7.9,31,146.3,6.2451
2017/9/11 19:28:59,7.9,31,146,6.2393
2017/9/11 19:29:00,7.9,31,145.7,6.2393
2017/9/11 19:29:01,7.9,31,145.4,6.2232
2017/9/11 19:29:02,7.9,31,145.3,6.2355
2017/9/11 19:29:03,7.9,31,145.6,6.2399
2017/9/11 19:29:04,7.9,31,145.9,6.2445
2017/9/11 19:29:05,7.9,31,146.3,6.2469
2017/9/11 19:29:06,7.9,31,146.6,6.2284
2017/9/11 19:29:07,7.9,31,146.7,6.2282
2017/9/11 19:29:08,7.9,31,146.6,6.2407
2017/9/11 19:29:09,7.9,31,146.5,6.2431
2017/9/11 19:29:10,7.9,31,146.5,6.2437
2017/9/11 19:29:11,7.9,31,146.4,6.2381
2017/9/11 19:29:12,7.9,31,146.4,6.2396
2017/9/11 19:29:13,7.9,31,146.5,6.2404
2017/9/11 19:29:14,7.9,31,146.5,6.2302
2017/9/11 19:29:15,7.9,31,146.5,6.2153
2017/9/11 19:29:16,7.9,31,146.5,6.2252
2017/9/11 19:29:17,7.9,31,146.5,6.2299
2017/9/11 19:29:18,7.9,31,146.5,6.2363
2017/9/11 19:29:19,7.9,31,146.6,6.2396
2017/9/11 19:29:20,7.9,31,146.6,6.2161
2017/9/11 19:29:21,7.9,31,146.5,6.2211
2017/9/11 19:29:23,7.9,31,146.5,6.2325
2017/9/11 19:29:24,7.9,31,146.5,6.2325
2017/9/11 19:29:25,7.9,31,146.6,6.2352
2017/9/11 19:29:26,7.9,31,146.6,6.2381
2017/9/11 19:29:27,7.9,31,146.6,6.2296
2017/9/11 19:29:28,7.9,31,146.6,6.2173
2017/9/11 19:29:29,7.9,31,146.6,6.2296
2017/9/11 19:29:30,7.9,31,146.6,6.2325
2017/9/11 19:29:31,7.9,31,146.6,6.2363
2017/9/11 19:29:32,7.9,31,146.6,6.2384
2017/9/11 19:29:33,7.9,31,146.7,6.2176
2017/9/11 19:29:34,7.9,31,146.7,6.2214
2017/9/11 19:29:35,7.9,31,146.7,6.2334
2017/9/11 19:29:36,7.9,31,146.7,6.2355
2017/9/11 19:29:37,7.9,31,146.7,6.2346
2017/9/11 19:29:38,7.9,31,146.7,6.2293
2017/9/11 19:29:39,7.9,31,146.7,6.2138
2017/9/11 19:29:40,7.9,31,146.7,6.2258
2017/9/11 19:29:41,7.9,31,146.7,6.2258
2017/9/11 19:29:42,7.9,31,146.6,6.2302
2017/9/11 19:29:43,7.9,31,146.6,6.2346
2017/9/11 19:29:44,7.9,31,146.6,6.2387
2017/9/11 19:29:45,7.9,31,146.6,6.2176
2017/9/11 19:29:47,7.9,31,146.6,6.2194
2017/9/11 19:29:48,7.9,31,146.7,6.2311
2017/9/11 19:29:49,7.9,31,146.6,6.2343
2017/9/11 19:29:50,7.9,31,146.7,6.2372
2017/9/11 19:29:51,7.9,31,146.6,6.2293
2017/9/11 19:29:52,7.9,31,146.6,6.22
2017/9/11 19:29:53,7.9,31,146.6,6.2328
2017/9/11 19:29:54,7.9,31,146.7,6.2355
2017/9/11 19:29:55,7.9,31,146.7,6.2366
2017/9/11 19:29:56,7.9,31,146.7,6.2375
2017/9/11 19:29:57,7.9,31,146.5,6.2118
2017/9/11 19:29:58,7.9,31,146.2,6.2118
2017/9/11 19:29:59,7.9,31,145.8,6.2132
2017/9/11 19:30:00,7.9,31,145.4,6.2293
2017/9/11 19:30:01,7.9,31,145.1,6.2296
2017/9/11 19:30:02,7.9,31,145.3,6.2346
2017/9/11 19:30:03,7.9,31,145.7,6.2302
2017/9/11 19:30:04,7.9,31,146,6.2141
2017/9/11 19:30:05,7.9,31,146.4,6.2261
2017/9/11 19:30:06,7.9,31,146.5,6.2314
2017/9/11 19:30:07,7.9,31,146.4,6.232
2017/9/11 19:30:08,7.9,31,146.4,6.2369
2017/9/11 19:30:09,7.9,31,146.5,6.2185
2017/9/11 19:30:11,7.9,31,146.5,6.2164
2017/9/11 19:30:12,7.9,31,146.6,6.2308
2017/9/11 19:30:13,7.9,31,146.6,6.2323
2017/9/11 19:30:14,7.9,31,146.6,6.2346
2017/9/11 19:30:15,7.9,31,146.6,6.232
2017/9/11 19:30:16,7.9,31,146.6,6.232
2017/9/11 19:30:17,7.9,31,146.6,6.2135
2017/9/11 19:30:18,7.9,31,146.6,6.2241
2017/9/11 19:30:19,7.9,31,146.6,6.2299
2017/9/11 19:30:20,7.9,31,146.6,6.2331
2017/9/11 19:30:21,7.9,31,146.7,6.2369
2017/9/11 19:30:22,7.9,31,146.6,6.2194
2017/9/11 19:30:23,7.9,31,146.6,6.2161
2017/9/11 19:30:24,7.9,31,146.6,6.2311
