"1.71649";"2017-01-19 22:31:09"
"1.72131";"2017-01-20 07:54:54"
"1.72131";"2017-01-20 17:09:07"
"1.5188";"2017-01-20 18:46:40"
"2.20829";"2017-01-20 20:12:42"
"1.50434";"2017-01-20 20:14:14"
"1.50434";"2017-01-20 20:44:24"
"2.21794";"2017-01-20 21:40:49"
"1.53809";"2017-01-20 22:10:24"
"1.5622";"2017-01-20 23:01:54"
"1.59113";"2017-01-21 00:20:00"
"2.20829";"2017-01-21 00:50:13"
"1.50434";"2017-01-21 01:11:43"
"1.62488";"2017-01-21 01:19:39"
"2.20829";"2017-01-21 02:54:27"
"2.21311";"2017-01-21 03:19:25"
"2.21311";"2017-01-21 03:21:55"
"2.21311";"2017-01-21 03:56:27"
"1.67792";"2017-01-21 04:00:25"
"2.21311";"2017-01-21 04:53:01"
"1.50434";"2017-01-21 06:57:57"
"1.72131";"2017-01-21 07:47:55"
"1.14754";"2017-01-21 08:08:14"
"1.72131";"2017-01-21 08:36:39"
"2.22276";"2017-01-21 09:20:23"
"1.74542";"2017-01-21 09:28:34"
"1.50434";"2017-01-21 09:33:27"
"1.62006";"2017-01-21 10:03:26"
"1.54773";"2017-01-21 11:52:40"
"1.50434";"2017-01-21 12:08:11"
"2.20829";"2017-01-21 12:26:03"
"1.72131";"2017-01-21 12:35:15"
"1.60077";"2017-01-21 13:07:41"
"0.265188";"2017-01-21 13:07:42"
"1.50434";"2017-01-21 13:45:47"
"1.57184";"2017-01-21 14:25:11"
"1.71649";"2017-01-21 14:51:17"
"1.50434";"2017-01-21 15:03:04"
"2.20829";"2017-01-21 15:38:10"
"2.20829";"2017-01-21 16:12:59"
"2.20829";"2017-01-21 16:15:49"
"2.20829";"2017-01-21 16:20:45"
"1.59113";"2017-01-21 16:39:21"
"2.21311";"2017-01-21 16:50:04"
"1.58149";"2017-01-21 16:56:06"
"2.20829";"2017-01-21 16:57:59"
"1.50434";"2017-01-21 16:58:43"
"2.20829";"2017-01-21 17:05:54"
"1.50916";"2017-01-21 17:22:22"
"0.197686";"2017-01-21 17:22:23"
"1.5622";"2017-01-21 17:27:55"
"1.71649";"2017-01-21 17:35:29"
"1.63452";"2017-01-21 18:42:07"
"1.71649";"2017-01-21 19:43:48"
"1.72613";"2017-01-21 20:21:49"
"1.51398";"2017-01-21 20:25:26"
"1.5622";"2017-01-21 21:08:51"
"1.61524";"2017-01-21 21:29:45"
"2.20829";"2017-01-21 21:57:53"
"1.50434";"2017-01-21 22:39:00"
"1.50434";"2017-01-21 22:45:08"
"1.50434";"2017-01-21 23:01:15"
"1.50434";"2017-01-21 23:56:09"
"1.73096";"2017-01-22 00:18:43"
"2.21311";"2017-01-22 01:07:48"
"1.67792";"2017-01-22 01:08:15"
"1.73096";"2017-01-22 01:21:59"
"2.20829";"2017-01-22 01:36:24"
"-0.564127";"2017-01-22 02:36:18"
"1.50434";"2017-01-22 02:56:37"
"1.75506";"2017-01-22 03:05:45"
"2.21794";"2017-01-22 03:27:20"
"1.50434";"2017-01-22 03:55:59"
"-0.564127";"2017-01-22 05:46:09"
"1.72613";"2017-01-22 07:30:25"
"1.72613";"2017-01-22 07:43:40"
"1.64417";"2017-01-22 09:48:15"
"1.14754";"2017-01-22 10:02:20"
"1.50434";"2017-01-22 10:17:51"
"1.50434";"2017-01-22 10:23:04"
"2.21311";"2017-01-22 10:32:18"
"1.8081";"2017-01-22 11:13:38"
